smiles,xtb_ip,unbiased,sources
O=C(c1cc(O)cc(O)c1)N1CCc2cc(F)ccc2C1,12.491700,1,labels
O=C(C1CCC1)N(Cc1nccn1Cc1cccc(F)c1)C1CC1,12.491500,1,labels
Cn1cc(C(=O)NC2CC3CCC2O3)c(C(C)(C)C)n1,12.491200,1,labels
CCOC(=O)CNC(=O)N1CCCC1c1cc(C(C)C)on1,12.490700,1,labels
O=C(NCc1ccncc1)c1nnc(-c2ccccc2)o1,12.489800,1,labels
C#CC(OC(=O)CCCc1nc2ccccc2c(=O)[nH]1)C1CC1,12.489500,1,labels
Nc1ccc(C(=O)Nc2nnc(C3CC3)o2)cc1F,12.488500,1,labels
CCc1nc(C2CCCN2C(=O)c2ccc3c(c2)nnn3C)no1,12.486900,1,labels
CCOC(=O)c1ccc(NC(=O)c2cn(C)nc2C)cc1,12.486700,1,random
CCOC(=O)c1ccc(NC(=O)c2cc(C)n(CC)n2)cc1,12.486700,1,random
CC(=O)NC(C(=O)N1CCN(C(=O)C2CC2)CC1)C(C)C,12.485200,1,labels
COc1cccc(C(=O)Nc2cccc(OC(C)=O)c2)c1,12.485000,1,labels
CC(C)Oc1ccc(-c2cc(C#N)nn2CCCC#N)cc1,12.483900,1,random
CC(C)(C)C(=O)NCCC(=O)Nc1ccc(F)cc1,12.482500,1,random
O=C(C1CCC1)N1CCCC(OCc2cc(F)ccc2F)C1,12.481500,1,labels
NC(C(=O)N1CCc2c(F)cc(F)cc2C1)c1ccccc1,12.476900,1,labels
CCc1onc(C)c1NC(=O)c1cc(-c2ccncc2)on1,12.476200,1,random
CCCNC(=O)CCNC(=O)NC(C)c1c(C)noc1C,12.475900,1,labels
COCCOc1ccc(CNC(=O)c2cccc(C#N)c2)cn1,12.475000,1,labels
Cc1cccc(C(=O)N2CCCC2c2cc(C)on2)c1,12.471500,1,labels
Cc1cc(C(=O)Nc2ccc(C(=O)N(C)C)c(C)c2)on1,12.470900,1,labels
O=C(c1ccc(F)nc1)N1CCCC1c1ccc2c(c1)OCCO2,12.470200,1,labels
Cc1cccc(C(=O)Nc2cccc(C(N)=O)c2)c1C,12.469000,1,labels
CC(C)CNC(=O)c1cccc(NC(=O)C(C)C)c1,12.468600,1,labels
Cc1cc(C)n2ncc(C(=O)NCCc3cccc(F)c3F)c2n1,12.468400,1,labels
Cc1cc(C(=O)N2CCCN(C(=O)Cc3cccc(F)c3)CC2)[nH]n1,12.468400,1,labels
CC#CCCNC(=O)C1CCc2nc(C)nc(C(F)(F)F)c2C1,12.467500,1,labels
CCN(CC)C(=O)C(O)C(O)c1nc2ccccc2[nH]1,12.467300,1,labels
CC1CC1C(=O)NCc1ccccc1-n1cccn1,12.467100,1,labels
CC(C)c1cc(C(=O)N2CCC(C(=O)N3CCCC3)CC2)on1,12.466200,1,labels
COC(=O)c1ccc(NCc2nc(C(C)C)no2)cc1,12.465200,1,labels
COCC(=O)N1CC2CCC(C1)N(Cc1c(C)noc1C)C2=O,12.463400,1,labels
Cc1nc(C2CCN(C(=O)CCn3cnnn3)CC2)cc(=O)[nH]1,12.461400,1,labels
COC(=O)c1ccc(OC(=O)c2cnc(C)cn2)cc1,12.460400,1,labels
CC1CCCC1NC(=O)C1CCCN1C(=O)c1ccco1,12.459500,1,random
O=C(NCCCOCC1CCCO1)c1ccccc1F,12.458000,1,labels
COC(C)(C)c1noc(-c2ccc(-n3ncc(C#N)c3N)cc2)n1,12.457800,1,random
CC(=O)c1ccc(Oc2ccc(C(=O)N(C)C(C)CC#N)cc2)cc1,12.456700,1,labels
CC(C)(O)CNC(=O)C1(c2ccc(F)cc2F)CCOCC1,12.456500,1,labels
O=C(NCCNC(=O)C1(c2cccc(F)c2)CCCC1)C1CC1,12.456500,1,labels
Cc1cccc(CNC(=O)c2cccc(OCC(F)F)n2)c1,12.456400,1,labels
C=CCOc1cccc(C(=O)NCc2ccc(F)cc2)c1,12.455400,1,random
O=C(c1cccc(-n2cnnn2)c1)N1CC(c2nc3ccccc3[nH]2)C1,12.455100,1,labels
Cc1c(NC(=O)c2cccc(OC(F)(F)C(F)F)c2)cnn1C,12.453900,1,labels
CC(=O)Nc1cc(F)c(F)cc1NCc1nnc(C2CCC2)o1,12.451200,1,labels
COc1cccc(-c2nnn(CC(=O)Nc3cccc(F)c3)n2)c1,12.451000,1,labels
Cc1ccnn1-c1ccc(C(=O)N(CCC#N)c2ccc(F)cc2)cc1,12.450700,1,labels
O=C(Cn1ccccc1=O)NC(c1ccccc1)c1cccc(F)c1,12.450600,1,labels
O=C(CNC(=O)c1occc1-c1ccccc1)NC1CC1,12.449700,1,labels
CC(C)N(Cc1cnn(C)c1)C(=O)CCC(=O)c1ccc(F)cc1F,12.449600,1,labels
CC(C)c1cc(C(=O)Nc2cnc3c(c2)c(=O)n(C)c(=O)n3C)n[nH]1,12.448500,1,labels
Cc1ccc(C)c(C(=O)N2CCOCC2C2CC2)c1,12.448100,1,labels
N#Cc1ccccc1OCCCCn1cnc2ccccc21,12.447600,1,labels
O=C(Cc1cccc(F)c1F)Nc1cc(C2CCOCC2)[nH]n1,12.446800,1,labels
Cc1cc(C)n(-c2ccc(C(=O)NC(C#N)CC(C)C)cc2)n1,12.443800,1,labels
CCNC(=O)CCC(=O)c1ccc2c(c1)CCCC2,12.443400,1,labels
CN1C(=O)Cc2cc(NC(=O)c3ccno3)ccc21,12.441100,1,labels
O=C(Nc1c[nH]c(=O)[nH]c1=O)c1cccc(NC(=O)c2ccco2)c1,12.440300,1,labels
CCOCc1cncc2c1CCN(C(=O)c1cccc(C#N)c1)C2,12.439500,1,labels
CN(Cc1nc(-c2ccccc2)no1)C(=O)Cn1ccccc1=O,12.439200,1,labels
O=C(NCc1noc(-c2ccco2)n1)c1cnccn1,12.437000,1,random
Cc1ccc(C(N)=O)cc1NC(=O)c1cccnc1,12.436300,1,random
CC(=O)c1ccc(NC(=O)NCC(O)c2c(F)cccc2F)cc1,12.435700,1,random
CCCc1nc2ccccc2n1CC(=O)NC1CC1,12.434000,1,labels
N#Cc1c[nH]c(C(=O)NCc2ccc(OC3CCCC3)nc2)c1,12.433300,1,labels
CC(C)CCN(C)C(=O)CCn1cnc2ccccc2c1=O,12.433100,1,labels
Cc1[nH]c(=O)[nH]c(=O)c1CC(=O)Nc1cccnc1,12.433100,1,labels
CCOCCCNC(=O)c1ccc(C(N)=O)nc1,12.431100,1,labels
Nc1ccc2c(c1)nc(C(F)(F)F)n2-c1ccc(F)cc1,12.429400,1,labels
O=C(Nc1ccccc1)OCn1cnc2ccccc21,12.429300,1,random
CC1CCCCN1C(=O)c1cncc(-c2cccc(F)c2)c1,12.428400,1,labels
O=C(c1ccno1)N1CCC2(CCc3ccccc3O2)CC1,12.428400,1,labels
Cc1cc(NC(=O)N(C)C(C)CC#N)ccc1C(N)=O,12.427600,1,labels
O=c1cc2c(nn1CCOc1ccccc1F)CCCC2,12.427200,1,labels
CCn1nc(C)cc1C(=O)N1CCC2OC(c3nnc(C)o3)CC2C1,12.427000,0,static
O=C1CC(C(=O)OCCc2ccccc2)c2ccccc2N1,12.426700,1,labels
O=C1CCCc2cc(OCCn3cccn3)ccc21,12.426600,1,labels
CN(C)C(=O)N1CCN(C(=O)Nc2ccc(F)c(F)c2F)CC1,12.424300,1,labels
CC(C)CCC(=O)N1CCC(OCc2ccccc2F)CC1,12.421300,1,random
CCc1onc(C)c1NC(=O)c1ccc2c(c1)CCC2,12.420600,1,labels
Cc1ccc(-c2noc(CCC(=O)NC3CCCC3)n2)cc1,12.420500,1,labels
Cc1ccccc1-n1ncc2c(=O)n(CC(=O)NC(C)C)cnc21,12.417800,1,labels
CC(C)C(=O)NCCNC(=O)C1CC(=O)N(c2ccccc2F)C1,12.417700,1,labels
CC(C)(C)Oc1cc(CNC(=O)c2cccc(F)c2)ccn1,12.417100,1,labels
O=C(Nc1ccc2c(c1)C(=O)NCC2)c1cc(C2CC2)on1,12.417000,0,static
COc1ccnc(NC(=O)c2cc(-c3ccncc3)on2)c1,12.416800,1,labels
COCCCNC(=O)N1CCCC1c1cc(C(C)C)no1,12.415900,1,labels
Cc1ccc(C2CC(=O)c3cnc4ccnn4c3C2)cc1,12.415100,1,labels
COc1cc(-c2nc3cc(C#N)ccn3n2)ccc1O,12.414900,1,labels
CCCn1ncc(-c2cc(F)ccc2OC)c(CO)c1=O,12.414300,1,labels
CC(=O)c1cccc(OCC(=O)Nc2cccc(C)c2)c1,12.413000,1,labels
COC(=O)Cc1nn(C)c2c1nnc1nc(Cc3ccccc3)nn12,12.412700,0,static
CCC1(O)CCN(C(=O)CCc2nc(-c3ccco3)no2)CC1O,12.412500,1,labels
Cc1cc(C(F)(F)F)c2c(NCc3cccc(C#N)c3)n[nH]c2n1,12.411700,1,labels
CCOC(=O)Nc1cccc(C(=O)NC2CCC(C)CC2)c1,12.410200,1,random
C=CCN(Cc1ccccc1F)C(=O)Nc1ccc(F)c(C(N)=O)c1,12.409800,1,labels
Cc1cnc2c(c1)nc(C1CCCCC1)n2CCC#N,12.409600,1,labels
Cn1c(-c2ccccc2)nnc1C(C#N)C(=O)c1ccc2c(c1)CCC2,12.409000,1,labels
CCOC(=O)CC(C)CNC(=O)N1CCOC(C)(C)C1,12.408900,1,labels
CN(C)C(=O)c1cccc(OC(=O)CN(C)C(=O)c2ccccc2)c1,12.408100,1,labels
C=CCNC(=O)N1CCC(C(=O)NCC(F)(F)F)CC1,12.406500,1,labels
O=C(NCC(O)c1ccco1)c1n[nH]c(=O)c2ccccc12,12.406200,1,labels
N#Cc1cnc(C2COc3ccccc3O2)nc1N,12.406200,1,labels
c1ccc(COCCCc2nc(-c3nc[nH]n3)no2)cc1,12.405600,1,labels
O=C(Cn1cnc2ccccc21)Nc1cccc(CO)c1,12.405300,1,labels
CCNC(=O)CCC(C#N)c1c(C)cc(C)cc1C,12.405200,0,static
O=c1c2ncccc2cnn1CCOc1cccc(F)c1,12.405000,1,labels
NC(=O)c1cccc(NC(=O)Nc2ccc(F)cc2)c1,12.403700,1,labels
CC(=O)NCCC1CCN(C(=O)c2ccccc2)CC1,12.402000,1,labels
O=C(Cc1ccc(F)cc1)Nc1cccc2cccnc12,12.401100,1,labels
Cn1ncc2c(=O)n(CC(=O)NCC(=O)N3CCCC3)cnc21,12.400600,1,labels
Cc1ccc2[nH]c(=O)c(-c3noc(-c4ccco4)n3)cc2c1,12.399800,1,random
COc1cc(C#N)ccc1OCC(=O)Nc1cc(F)c(OC)c(F)c1,12.399500,1,labels
Cc1nn(C)c(=O)c(C(=O)NC(C)c2nc(C(C)(C)C)no2)c1C,12.398300,1,random
Cc1ccc(-c2nnn(CC(=O)NCc3ccco3)n2)cc1,12.397400,1,labels
CC1(C)CN(C(=O)C2CC(=O)N(CCc3ccccc3)C2)CCO1,12.396400,0,static
Cc1c(C(=O)NC(C)c2ccc(F)cc2F)cnn1-c1ccncc1,12.395600,1,labels
O=C(Cc1ccc(-n2cnnn2)cc1)Nc1ccncc1,12.393700,1,random
CN(Cc1cccnc1)C(=O)C1(C)Cc2ccccc2C(=O)O1,12.392400,1,labels
CC(C)(CNC(=O)c1ccc(C#N)cn1)c1ccncc1,12.392200,1,labels
CC(C)CCCC(C)NC(=O)c1cc(C2CC2)[nH]n1,12.392000,1,labels
COC(=O)c1c(C)[nH]c(C(=O)Cn2cnc3ccccc32)c1C,12.390900,1,random
CCCc1ccc(C(=O)NC(C)c2nncn2C)cc1,12.390400,0,static
COC(=O)CCC(O)c1ccc2c(c1)nc(C)n2C,12.389400,0,static
O=C(CNC(=O)c1cc(F)cc2[nH]cnc12)OCc1ccccc1,12.388800,1,random
Fc1ccc(-c2nnc(CNc3ccccc3OC(F)F)o2)cc1,12.388400,1,labels
CCOc1ccccc1NC(=O)c1c(C)cc(=O)oc1C,12.387100,1,labels
CCCOCCNC(=O)c1c(C)noc1-c1ccccc1C,12.387000,0,static
CCOc1ccc(N(CCC#N)C(=O)C(C)c2c(C)noc2C)cc1,12.386900,1,random
CCOc1ccc(C(=O)N(CC)CC(F)(F)F)cc1OC,12.386500,1,labels
Cn1c(=O)cc(C(=O)N2CCCC(O)(CO)CC2)c2ccccc21,12.385200,1,labels
Cc1noc(C)c1C(=O)N1CCC2OCCCC2(COCC2CC2)C1,12.384800,1,labels
Cc1cc(C)cc(C(=O)Nc2nnc(-c3cc(C)nn3C)o2)c1,12.384700,1,labels
Cc1cc2nc(C(=O)Nc3cc(F)ccc3C)cc(C)n2n1,12.384600,1,labels
COC(=O)c1cncc(C(=O)NCC2(c3ccccc3)CCCC2)c1,12.384000,1,random
COc1cccc(C(=O)N2CCCC(CCC(N)=O)C2)c1F,12.383300,1,labels
CC(C)(C)c1ccc(C(=O)NCC(=O)OCC(=O)N2CCCC2)cc1,12.382800,1,labels
CC(=O)c1ccc2c(c1)N(Cc1ccc(C)cc1)C(=O)CO2,12.382700,1,labels
CCC1CCN(C(=O)c2ccc3[nH]cnc3c2)CC1,12.382300,1,labels
CCC(C(=O)Nc1ccc(C(C)=O)cc1)n1cnc2ccccc2c1=O,12.382200,1,random
Cc1cccc(-n2nc(C#N)cc2-c2ccc3c(c2)OCCO3)c1,12.381800,1,labels
CCn1nc(C#N)cc1-c1cc(OC)ccc1OC,12.381600,1,labels
CC(C)(C)c1noc(CCC(=O)Nc2ccc3cn[nH]c3c2)n1,12.381200,1,random
COC(=O)C1(NC(=O)c2coc(-c3ccccc3)n2)CCCCC1,12.380000,1,labels
CCOC(=O)C(C)(C)NC(=O)c1cnc2ccc(C)cn12,12.378800,1,random
CCOC(=O)CCCNC(=O)NC1CCc2ccccc21,12.377900,1,labels
CN(Cc1cnn(C)c1)C(=O)Nc1ccc(F)cc1F,12.377000,1,labels
Cn1c(C(NC(=O)c2n[nH]c(=O)[nH]2)c2ccccc2)nc2ccccc21,12.376500,1,labels
CC(C(=O)N1CC2CC3CC(C2)CC1C3)n1ccnc1,12.376300,1,random
O=C(N1CCc2[nH]ncc2C1)C1(c2ccc(F)cc2F)CCOCC1,12.375200,1,labels
O=C(c1ccc(OCC2OCCO2)cc1)C1CCC1,12.374800,1,random
CCN(CC(F)(F)F)C(=O)C1CCCN(c2nccnc2C#N)C1,12.373600,1,labels
CCOC(=O)CN(C(=O)C1CCN(C(=O)C(C)(C)C)CC1)C1CC1,12.373000,1,labels
Cc1cc(-c2nnc(NC(=O)c3ccc(=O)[nH]c3)o2)c(C)o1,12.372500,1,labels
CCc1noc(CC)c1CC(=O)Nc1cc(-c2ncco2)ccc1C,12.372400,1,labels
O=C(c1ccccc1F)N(Cc1cccnc1)C1CC1,12.370700,1,labels
CCCCN(C(=O)c1cccnc1)c1ccccc1,12.370700,1,labels
COC(=O)CN(C(=O)c1cc(C)n(-c2ccccc2)n1)C(C)C,12.370400,1,labels
CCc1onc(C)c1NC(=O)c1[nH]c(C)c(C(C)=O)c1C,12.370000,1,labels
CCc1c(C(=O)NC2CCCC2C)cnn1-c1ccccn1,12.368500,1,labels
CCNC(=O)NCCCOC(=O)c1ccc2nncn2c1,12.367900,1,random
FC(F)(F)c1cccc(COCCn2cc(-c3ccncn3)cn2)c1,12.367700,1,labels
CC(C)(C)c1ncc(C(=O)Nc2ccccc2)cn1,12.367400,1,labels
Cc1ccc(F)c(NC(=O)c2cnn(CC(C)C)c2C2CC2)c1,12.367000,1,labels
COc1cccc(CC(=O)NC(C)c2c(C)noc2C)c1,12.366100,1,labels
COCC(C)OC(=O)c1ccccc1NC(=O)NC(C)C,12.365500,0,static
CCC(C)C(=O)NCC(=O)N(C)Cc1cc(C)on1,12.365200,1,labels
CCOC(=O)Cn1c(C)cc(=O)n2c3ccccc3nc12,12.364900,1,random
CC(C)c1ccc(OCC(=O)NCC2(O)CCCC2)cc1,12.364700,1,labels
CCOC(=O)Cn1c2ccccc2n2c(=O)cc(C)nc12,12.364300,1,labels
CC(C)(C)OC(=O)N1CCC2(CC1)OCc1ccncc12,12.363400,1,labels
Fc1ccc(Cn2cnc3ccccc32)c2ncccc12,12.363200,0,static
CC(C)N(Cc1nc2ccccc2c(=O)[nH]1)C(=O)c1ccc[nH]c1=O,12.362800,1,labels
CCc1noc(CC)c1CNC(=O)N1CCNC(=O)C1C(C)C,12.362300,1,labels
N#Cc1ccccc1NC(=O)Cn1c(C2CC2)nc2ccccc21,12.362200,1,random
Cc1cc(C(C)NC(=O)NCc2ncnn2C)cc(C)c1F,12.361400,0,static
C=CCNC(=O)CNC(=O)c1ccc(OCC)cc1,12.359900,1,labels
COc1ncccc1C(=O)NCC(=O)NC1CCCCC1,12.359600,1,labels
O=C1CCC(C(=O)Nc2cccc3c2CCN(CC(F)(F)F)C3)N1,12.359400,1,labels
CCCCOc1cccc(NC(=O)c2cc(C)n[nH]2)c1,12.359300,1,random
Cc1ccc(C(=O)NCc2ccccc2C)cc1O,12.357600,1,labels
O=C(CCC1Cc2ccccc2NC1=O)NCc1ccccc1F,12.356600,1,labels
CCOCc1cccc(NC(=O)C2CC(=O)N(CC)C2)c1,12.356500,1,labels
CCOC(=O)c1nc(N2CCC(C(N)=O)CC2)c2c(C)noc2n1,12.356200,0,static
CCCCN(CC)C(=O)c1ccc(CNC(N)=O)cc1,12.354800,0,static
O=C(C1CCCCC1)N1CC(=O)N2CCCc3ccccc3C2C1,12.354400,1,labels
O=c1[nH]nc2cc(-c3ccccc3)nc(-c3ccccc3F)n12,12.353900,0,static
CC(=O)c1cccc(-c2ccc(Cn3ccnc3)cc2)c1,12.353500,1,labels
CC1CCCC(CNC(=O)c2cc(-c3cccnc3)on2)C1,12.353300,1,random
CCc1ccc(C(C)NC(=O)Cn2c(=O)oc3ccccc32)cc1,12.351700,1,labels
CCOC(=O)CCC(C)NC(=O)NC1CCCC1C,12.350300,1,labels
Cc1cc(F)cc(C(=O)OCCNc2ncccn2)c1,12.349400,1,labels
COc1ccc(C(=O)Nc2ccc(CC#N)cc2)cc1,12.348300,1,labels
COc1cccc(F)c1OCc1nc(COc2ccccc2)no1,12.347300,1,labels
CCn1nnc(NC(=O)COc2cccc(C)c2)n1,12.346400,1,labels
CN(CCOc1ccccc1F)C(=O)c1ccc(=O)n(C)c1,12.345700,1,random
CC(=O)Oc1ccc(C(=O)N2CCc3ccccc32)cc1,12.345100,1,labels
O=C(c1cccc2[nH]ncc12)N1CCC(Cc2cccc(F)c2)CC1,12.344900,1,labels
Cc1ccc(C(=O)N(Cc2c(C)noc2C)c2ccccc2)cn1,12.344600,1,labels
CCc1[nH]c(C(=O)OCC(=O)N2CCOCC2)c(C)c1C(=O)OC,12.344500,1,labels
Cn1nc(CCC(=O)Nc2ccccn2)ccc1=O,12.344500,1,random
COCCN(CC(C)C)C(=O)NCc1cccc(F)c1,12.344300,1,labels
COc1cccc(C2=NC(=Cc3cccnc3)OC2=O)c1,12.343600,1,labels
CC(C)c1cc(C(=O)N(C)C(C)C(=O)N(C)C)n(C)n1,12.342700,0,static
CCCC(=O)N1CCCCC1C(=O)N1CCNC(=O)CC1,12.342600,1,labels
CCN1C(=O)c2oc3ccccc3c(=O)c2C1c1cccc(OC)c1,12.341800,1,labels
CCOC(=O)c1cnc(Nc2ccccc2C)nc1,12.341500,1,labels
CCCNC(=O)CNC(=O)N1CCCC1c1cccc(F)c1,12.340900,1,labels
CC(CNC(=O)N(C)C1CCC1)c1nc(-c2ccccc2)no1,12.340600,1,labels
CCN(CC)C(=O)NCc1cccnc1OCC(F)(F)F,12.340200,1,random
CCOc1cccc(NC(=O)CNC(=O)OC)c1,12.338800,1,labels
C#CCOc1cccc(C(C)NC(=O)c2ncoc2C(C)C)c1,12.338700,1,labels
Cn1ccc(NC(=O)c2ccc(-n3cncn3)cc2)n1,12.338300,1,labels
NC(=O)c1ccccc1NC(=O)c1cccc(-n2cccn2)c1,12.337900,1,labels
CCC(C(=O)NCC1(c2ccccc2)CCOCC1)n1cccn1,12.337300,1,labels
O=C1CN(C(=O)CCOc2ccc(F)cc2)c2ccccc2N1,12.337200,1,labels
COc1ccc(F)c(NC(=O)c2ccc(-c3nnc(C)o3)cc2)c1,12.337200,1,labels
CCNC(=O)C1CCCN(C(=O)C2(c3ccc(F)cc3)CCCC2)C1,12.336900,1,labels
CCC(=O)Nc1c(-c2cccc(F)c2)n[nH]c1C1CC1,12.336700,1,labels
CCOC(=O)c1c[nH]c(NCc2ccco2)nc1=O,12.335700,1,labels
Cc1cc(C(=O)NCC(=O)Nc2ccc(C(N)=O)cc2)n(C)n1,12.335700,0,static
O=C(c1c[nH]nc1-c1cccc(F)c1)N1CC(c2ccccn2)C1,12.335000,1,random
CCc1nc2n(n1)CCCC2NC(=O)C(O)c1ccccc1,12.334400,1,labels
CCC(=O)Nc1ccc(C)c(NC(=O)C2(C#N)CCCCC2)c1,12.333900,1,labels
CCOC(=O)c1ccc(NC(=O)C(N)c2ccccc2)cc1,12.332400,1,labels
COC(C)(C)C(=O)N1CCc2[nH]nc(-c3ccc(F)c(F)c3)c2C1,12.331600,1,labels
O=C(Nc1ccc2ccccc2n1)C1CC=CCC1,12.330600,1,labels
O=C(COc1ccccc1OCC(F)(F)F)Nc1ccccc1O,12.330300,1,labels
CCCn1nccc1NC(=O)c1ccc2c(c1)OCO2,12.330300,1,random
O=C(c1cn[nH]n1)N1CCN(C(c2ccccc2)C(F)(F)F)CC1,12.328500,1,labels
O=C(NC1CCCOc2ccc(F)cc21)c1cccc2c1OCCO2,12.327500,1,labels
O=C(NCC1(O)CCOCC1)c1ccc2ccccc2c1,12.326900,1,labels
O=C(Cc1nn2cnc3ccccc3c2nc1=O)c1ccccc1F,12.326900,1,random
O=C(NCc1ccco1)C(O)C(O)C(=O)NCc1ccco1,12.326000,1,labels
CCCC(=O)N1CCN(C(=O)c2cn3ccncc3n2)CC1,12.325900,1,labels
Cc1cccc(-c2ccc(C(=O)NCc3c(C)noc3C)c(=O)[nH]2)c1,12.325800,0,static
CC(=O)Nc1ccc2nc(Cc3ccccc3)oc2c1,12.324600,1,labels
CC(c1ccccc1)n1c(=NC(=O)Cn2cnnn2)[nH]c2ccccc21,12.324600,1,labels
COc1ccc(-c2ccc(C(F)(F)F)cc2)n2nc(N)nc12,12.324300,1,labels
CC(NC(=O)Cc1c(F)cccc1F)C(=O)N1CCc2ccccc21,12.324000,1,labels
CC(=O)c1cccc(NC(=O)Cn2nc(C)n3cccc3c2=O)c1,12.323600,1,random
Cc1ccccc1NC(=O)Nc1nnc(Cc2ccccc2)o1,12.322800,1,labels
COC1CCCC1OC(=O)c1ccc(-n2nc(C)cc2C)nc1,12.322800,0,static
O=C(NC1CCN(C(=O)c2ccoc2)CC1)c1ccncc1,12.322700,1,labels
Cc1nc2ccccc2n(CC(=O)N2CCCCCC2)c1=O,12.322400,1,labels
Cc1nn(C(C)C)c(C)c1NC(=O)c1c(O)cc(F)cc1F,12.322200,1,labels
CCCN(CCc1ccccn1)C(=O)c1cccc(-n2cnnn2)c1,12.321900,1,labels
O=C(NCCc1ccc(O)cc1)C(c1ccccc1)n1cnnn1,12.320200,1,labels
N#Cc1ccc(F)c(CNC(=O)Nc2ccc(Cn3cccn3)cc2)c1,12.318300,1,labels
COC(=O)Cn1nc(-c2ccccc2OC)ccc1=O,12.317200,1,random
O=C1COc2ccc(C(=O)N(Cc3ccccc3)C3CC3)cc2N1,12.317100,1,labels
CCCc1ccc(C(=O)NCc2ccccn2)cc1,12.316600,1,labels
CC1CN(C(=O)CCCC2CCCCC2)CCO1,12.316200,1,labels
CN(Cc1nccn1C(F)F)C(=O)NCC1CCCc2ccccc21,12.315500,1,labels
Cn1nc(C(=O)N2CCCc3ccccc32)ccc1=O,12.314800,1,labels
Cc1nc(C)c(C(=O)Nc2cc(-c3ncco3)ccc2C)o1,12.314800,0,static
COc1cc(C#N)ccc1OCC(=O)NCc1ccco1,12.314000,1,labels
CCOC(=O)c1cc(C)n(CC(=O)NCc2ccco2)c1C,12.313400,1,labels
CC(=O)c1c(C)[nH]c(C(=O)OCC(=O)Nc2ccccc2)c1C,12.313000,1,labels
Cc1noc(C)c1CC(C)NC(=O)c1cccc(-c2ccoc2)c1,12.312700,1,labels
CCCC1CN(C(=O)c2cc3c(F)cccc3[nH]2)CCO1,12.311200,1,labels
CC(C)NC(=O)COC(=O)CCNC(=O)N1CCc2ccccc2C1,12.310200,1,labels
Cc1ccc(N2CCOC2=O)cc1NC(=O)Cc1cccc(F)c1F,12.310100,1,labels
COC(=O)CN(C(=O)Cc1cccc(O)c1)C(C)C,12.309200,1,labels
CCCN1C(=O)CCC2CN(C(=O)Cc3c[nH]c(=O)[nH]c3=O)CCC21,12.308600,1,labels
O=C1COC2(CN1)COCCN(c1ncccn1)C2,12.308100,1,labels
COc1ccc2c(c1)OCC(O)(c1ccccc1)C2O,12.307900,1,random
O=C1NCC2(CCN(C(=O)c3cccnc3)CC2)Oc2ccccc21,12.307400,1,labels
Cc1ccccc1C(=O)NCCn1c(C)nc2ccccc21,12.306800,1,labels
Cc1ccc(CNC(=O)COc2cc(C)ccc2F)cc1,12.305400,1,random
CC(CC(=O)NCCNC(=O)c1ccccc1)c1ccccc1,12.304900,1,labels
Cc1n[nH]c(C)c1CN1CC(C)(c2ccccc2)CCC1=O,12.302400,1,labels
Cc1nn(C)c(C)c1CC(=O)NCC#Cc1cccc(C(F)(F)F)c1,12.301100,1,labels
CCC1CN(C(=O)c2cccc(F)c2N)CCO1,12.300900,1,labels
O=C(Cc1nc(-c2ccccc2)n[nH]1)NCc1ccccc1,12.300900,1,labels
O=C(Cc1noc2ccccc12)NCCCn1cnc2ccccc21,12.300800,1,random
Cc1ccc(Cn2ncc3c(-n4ccnc4C)ncnc32)cc1,12.299700,1,random
Cc1nnnn1-c1cccc(C(=O)N2CCCC3(CCOC3)C2)c1,12.299000,1,random
Cn1cccc1C1CCCN1C(=O)Nc1cccc(C#N)c1,12.297000,1,labels
CCCC1CCC(NC(=O)C(NC(N)=O)C(C)C)CC1,12.297000,1,labels
COc1cccc(COC2CCCN(C(=O)CC(C)C)C2)c1,12.296700,1,labels
O=C(COC(=O)c1cc2c([nH]c1=O)CCC2)NC(C1CC1)C1CC1,12.296500,1,labels
COCc1ccccc1CNC(=O)c1cnn(-c2ccc(F)cc2)n1,12.296200,1,labels
CCNC(=O)c1cccc(NC(=O)c2ccc(-n3ccnc3)nc2)c1,12.295300,1,labels
O=C(NCc1cccc2cccnc12)C1CCOC1,12.294900,1,labels
NC(=O)c1ccc(NC(=O)C(N)c2ccccc2)cc1,12.293600,1,labels
CCOc1ccccc1-c1noc(-c2ccncc2)n1,12.292300,1,labels
Cc1ccnc2nc(C(=O)NCc3cccnc3)nn12,12.292000,1,labels
CC(=O)Nc1ccc(OC(=O)c2ccccc2O)cc1,12.290400,1,labels
O=C(NCC1CCCO1)c1cccc2cccnc12,12.290000,1,labels
O=C(NCCNC(=O)C1(c2ccccc2F)CC1)c1ccccc1O,12.289900,1,random
CC(=O)NCc1nc(-c2ccccc2)nn1-c1cccc(C)c1,12.289300,1,labels
CC(=O)Nc1cc(NC(C)=O)cc(C(=O)OCCc2ccccc2)c1,12.289200,1,labels
CC(C)c1noc(CCCNc2ncnc3c2cnn3C)n1,12.289000,1,labels
O=C(Cc1ccc(F)cc1F)OCCNc1ncnc2ccccc12,12.288100,1,labels
Fc1ccccc1-n1cnc2cc3c(cc21)OCCO3,12.287100,1,labels
O=C(NC1COc2ccccc2C1)c1cc(=O)[nH]c2ccccc12,12.286000,1,labels
CCCNC(=O)c1cccc(NC(=O)C2CC=CC2)c1,12.285800,1,labels
O=C1N(Cc2ccc(F)cc2)c2ccccc2C1(O)Cc1ccncc1,12.284700,1,labels
CCOCCCNC(=O)C1CCN(C(=O)C2(C#N)CCCCC2)CC1,12.283900,1,random
